Date,Sex,Team/ athlete 1 / country,Team/ athlete 2/ country,Sport,Event,Result,Type of result,Position,Qualify?,Record?,
08/03/2012,W,Katarina Johnson-Thompson,United Kingdom,Athletics,Women's Heptathlon High Jump - Group A,1.89,metres,2,,PB,
08/03/2012,W,Kara Lynn Joyce,United States,Swimming,Women's 50m Freestyle Heats - Swim-Off 1,25.16,time,2,,,
08/03/2012,W,Judith Meauri,Papua New Guinea,Swimming,Women's 50m Freestyle - Heat 4,27.84,time,2,,,
08/03/2012,W,Jessica Zelinka,Canada,Athletics,Women's Heptathlon 100m Hurdles,12.65,metres,2,,PB,
08/03/2012,W,Jessica Zelinka,Canada,Athletics,Women's Heptathlon 100m Hurdles - Heat 5,12.65,metres,2,,PB,
08/03/2012,W,Jessica Ennis,United Kingdom,Athletics,Women's Heptathlon 200m - Heat 5,22.83,metres,2,,PB,
08/03/2012,M,Jean Baptiste Bernaz,France,Sailing,Laser - Men's One Person Dinghy - Race 07,2,points,2,,,
08/03/2012,M,Jan Micka,Czech Republic,Swimming,Men's 1500m Freestyle - Heat 1,15:29.3,time,2,,,
08/03/2012,W,Ivona Dadic,Austria,Athletics,Women's Heptathlon High Jump - Group B,1.8,metres,2,,,
08/03/2012,W,Hayley Palmer,New Zealand,Swimming,Women's 50m Freestyle - Heat 7,25.47,time,2,,,
08/03/2012,W,Hanna-Maria Seppala,Finland,Swimming,Women's 50m Freestyle - Heat 6,25.55,time,2,,,
08/03/2012,W,Gabriela Nikitina,Latvia,Swimming,Women's 50m Freestyle - Heat 5,26.26,time,2,,,
08/03/2012,M,Feng Ding,China,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,295,points,2,,,
08/03/2012,M,Evgeny Korotyshkin,Russian Federation,Swimming,Men's 100m Butterfly Final,51.44,time,2,,,
08/03/2012,W,Ellen Sprunger,Swi,Athletics,Women's Heptathlon 100m Hurdles - Heat 3,13.35,metres,2,,PB,
08/03/2012,M,Dmitry Ushakov,Russian Federation,Gymnastics Trampoline,Men's Final,61.769,points,2,,,
08/03/2012,M,David Storl,Germany,Athletics,Men's Shot Put Final,21.86,metres,2,,,
08/03/2012,M,Daniel Fogg,United Kingdom,Swimming,Men's 1500m Freestyle - Heat 2,14:56.1,time,2,,,
08/03/2012,M,Cullen Jones,United States,Swimming,Men's 50m Freestyle Final,21.54,time,2,,,
08/03/2012,M,Colin Cheng,Singapore,Sailing,Laser - Men's One Person Dinghy - Race 08,2,points,2,,,
08/03/2012,M,Christopher Tomlinson,United Kingdom,Athletics,Men's Long Jump Qualifying rd - Group B,8.06,metres,2,,,
08/03/2012,M,Chad Le Clos,South Africa,Swimming,Men's 100m Butterfly Final,51.44,time,2,,,
08/03/2012,W,Bronte Campbell,Australia,Swimming,Women's 50m Freestyle - Heat 8,24.87,time,2,,,
08/03/2012,W,Britta Steffen,Germany,Swimming,Women's 50m Freestyle Semi-final 1,24.57,time,2,,,
08/03/2012,W,Britta Steffen,Germany,Swimming,Women's 50m Freestyle - Heat 9,24.7,time,2,,,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon,3974,metres,2,,,
08/03/2012,M,Apti Aukhadov,Russian Federation,Weightlifting,Men's 85kg,385,points,2,,,
08/03/2012,W,Annalise Murphy,Ireland,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,2,points,2,,,
08/03/2012,W,Angelika Ouedraogo,Burkina Faso,Swimming,Women's 50m Freestyle - Heat 2,32.19,time,2,,,
08/03/2012,W,Anastasia Zueva,Russian Federation,Swimming,Women's 200m Backstroke Final,02:05.9,time,2,,,
08/03/2012,W,Aliaksandra Herasimenia,Belarus,Swimming,Women's 50m Freestyle Semi-final 2,24.45,time,2,,,
08/03/2012,W,Aliaksandra Herasimenia,Belarus,Swimming,Women's 50m Freestyle Semi-final,24.45,time,2,,,
08/03/2012,M,Aleksandr Menkov,Russian Federation,Athletics,Men's Long Jump Qualifying rd - Group A,8.09,metres,2,,,
08/03/2012,W,Adzo Kpossi,Togo,Swimming,Women's 50m Freestyle - Heat 1,37.55,time,2,,,
08/03/2012,*,Adelinde Cornelissen,Netherlands,Equestrian,Dressage Individual Grand Prix,81.687,points,2,,,
08/03/2012,M,New Zealand,,Sailing,49er - Men's Skiff - Race 10,2,points,2,,,
08/03/2012,M,Poland,,Sailing,Star - Men's Keelboat - Race 10,2,points,2,,,
08/03/2012,M,United States,,Sailing,49er - Men's Skiff - Race 09,2,points,2,,,
08/03/2012,M,France,,Sailing,49er - Men's Skiff - Race 11,2,points,2,,,
08/03/2012,M,Sweden,,Sailing,Star - Men's Keelboat - Race 09,2,points,2,,,
08/03/2012,W,New Zealand,,Sailing,470 - Women's Two Person Dinghy - Race 01,2,points,2,,,
08/03/2012,M,Australia,,Sailing,470 - Men's Two Person Dinghy - Race 03,2,points,2,,,
08/03/2012,W,Germany,,Sailing,470 - Women's Two Person Dinghy - Race 02,2,points,2,,,
08/03/2012,M,Great Britain,,Sailing,470 - Men's Two Person Dinghy - Race 04,2,points,2,,,
08/03/2012,W,Japan,,Swimming,Women's 4x100m Medley Relay Heats,03:57.9,time,2,,,
08/03/2012,M,Great Britain,,Swimming,Men's 4 x 100m Medley Relay Heats,03:33.4,time,2,,,
08/03/2012,M,Australia,,Cycling Track,Men's Team Pursuit Finals - Gold,03:54.6,time,2,,,
08/03/2012,M,Croatia,,Rowing,Men's Quadruple Sculls Final A,05:44.8,time,2,,,
08/03/2012,M,United States,,Rowing,Lightweight Men's Four Final B,06:09.2,time,2,,,
08/03/2012,W,Australia,,Rowing,Women's Pair Final A,07:29.9,time,2,,,
08/03/2012,M,United States,,Rowing,Men's Pair Final B,06:53.3,time,2,,,
08/03/2012,W,South Africa,,Rowing,Women's Pair Final B,07:56.4,time,2,,,
08/03/2012,M,Russian Fed.,,Rowing,Men's Quadruple Sculls Final B,05:59.2,time,2,,,
08/03/2012,W,Australia,,Rowing,Women's Double Sculls Final A,06:58.6,time,2,,,
08/03/2012,W,Germany,,Rowing,Women's Quadruple Sculls Final A,06:38.1,time,2,,,
08/03/2012,M,Canada,,Rowing,Men's Eight Final A,05:50.0,time,2,,,
08/03/2012,M,Ukraine,,Rowing,Men's Eight Final B,06:07.3,time,2,,,
08/03/2012,W,Netherlands,,Rowing,Women's Double Sculls Final B,07:29.6,time,2,,,
08/03/2012,M,Australia,,Rowing,Men's Double Sculls Final B,06:22.2,time,2,,,
08/03/2012,M,Italy,,Rowing,Men's Double Sculls Final A,06:32.8,time,2,,,
08/03/2012,W,Poland,,Rowing,Women's Quadruple Sculls Final B,06:57.2,time,2,,,
08/03/2012,W,Canada,,Rowing,Women's Eight Final A,06:12.1,time,2,,,
08/03/2012,M,Great Britain,,Rowing,Lightweight Men's Four Final A,06:03.1,time,2,,,
08/03/2012,M,France,,Rowing,Men's Pair Final A,06:21.1,time,2,,,
08/03/2012,*,Germany,,Equestrian,Dressage Team,78.845,points,2,,,
08/03/2012,*,Germany,,Equestrian,Dressage Team Grand Prix,78.845,points,2,,,
08/03/2012,W,Yarelys Barrios,Cuba,Athletics,Women's Discus Throw Qualifying rd - Group A,65.94,metres,1,Q,,
08/03/2012,W,Xiuyun Zhang,China,Rowing,Women's Single Sculls Quarter-final 3,07:39.6,time,1,Q,,
08/03/2012,W,Veronica Campbell-Brown,Jamaica,Athletics,Women's 100m rd 1 - Heat 3,10.94,metres,1,Q,,
08/03/2012,W,Toea Wisil,Papua New Guinea,Athletics,Women's 100m Preliminaries,11.6,metres,1,Q,,
08/03/2012,W,Toea Wisil,Papua New Guinea,Athletics,Women's 100m Preliminary rd - Heat 4,11.6,metres,1,Q,,
08/03/2012,M,Taoufik Makhloufi,Algeria,Athletics,Men's 1500m rd 1 - Heat 1,03:35.1,metres,1,Q,,
08/03/2012,M,Taoufik Makhloufi,Algeria,Athletics,Men's 1500m rd 1,03:35.1,metres,1,Q,,
08/03/2012,W,Shelly-Ann Fraser-Pryce,Jamaica,Athletics,Women's 100m rd 1 - Heat 6,11,metres,1,Q,,
08/03/2012,M,Sergei Martynov,Belarus,Shooting,50m Rifle Prone Men's Qualification,600,points,1,Q,,
08/03/2012,M,Sau Wah So,Hong Kong,Rowing,Men's Single Sculls Semi-final E/F 1,07:44.2,time,1,Q,,
08/03/2012,W,Sanya Richards-Ross,United States,Athletics,Women's 400m rd 1 - Heat 4,51.78,metres,1,Q,,
08/03/2012,W,Sanita Puspure,Ireland,Rowing,Women's Single Sculls Semi-final C/D 1,07:51.7,time,1,Q,,
08/03/2012,M,Roba Gari,Ethiopia,Athletics,Men's 3000m Steeplechase rd 1 - Heat 3,08:20.7,metres,1,Q,,
08/03/2012,W,Regina George,Nigeria,Athletics,Women's 400m rd 1 - Heat 7,51.24,metres,1,Q,,
08/03/2012,M,Reese Hoffa,United States,Athletics,Men's Shot Put Qualifying rd - Group B,21.36,metres,1,Q,,
08/03/2012,M,Reese Hoffa,United States,Athletics,Men's Shot Put Qualifying Rounds,21.36,metres,1,Q,,
08/03/2012,M,Ondrej Synek,Czech Republic,Rowing,Men's Single Sculls Semi-final A/B 2,07:16.6,time,1,Q,,
08/03/2012,M,Ondrej Synek,Czech Republic,Rowing,Men's Single Sculls Quarter-final 4,06:53.3,time,1,Q,,
08/03/2012,W,Olga Rypakova,Kazakhstan,Athletics,Women's Triple Jump Qualifying rd - Group B,14.79,metres,1,Q,,
08/03/2012,W,Olga Rypakova,Kazakhstan,Athletics,Women's Triple Jump Qualifying Rounds,14.79,metres,1,Q,,
08/03/2012,W,Novlene Williams-Mills,Jamaica,Athletics,Women's 400m rd 1 - Heat 6,50.88,metres,1,Q,,
08/03/2012,M,Nicholas Willis,New Zealand,Athletics,Men's 1500m rd 1 - Heat 3,03:40.9,metres,1,Q,,
08/03/2012,W,Nadine Muller,Germany,Athletics,Women's Discus Throw Qualifying rd - Group B,65.89,metres,1,Q,,
08/03/2012,W,Murielle Ahoure,Ivc,Athletics,Women's 100m rd 1 - Heat 7,10.99,metres,1,Q,NR,
08/03/2012,M,Mohammed Shaween,Saudi Arabia,Athletics,Men's 1500m rd 1 - Heat 2,03:39.4,metres,1,Q,SB,
08/03/2012,W,Miroslava Knapkova,Czech Republic,Rowing,Women's Single Sculls Semi-final A/B 1,07:42.6,time,1,Q,,
08/03/2012,W,Miroslava Knapkova,Czech Republic,Rowing,Women's Single Sculls Quarter-final 2,07:35.3,time,1,Q,,
08/03/2012,M,Ming-Hui Wang,"Taiwan, Province Of China",Rowing,Men's Single Sculls Semi-final E/F 2,07:33.2,time,1,Q,,
08/03/2012,W,Micheen Thornycroft,Zimbabwe,Rowing,Women's Single Sculls Semi-final C/D 2,07:51.0,time,1,Q,,
08/03/2012,M,Michael Tinsley,United States,Athletics,Men's 400m Hurdles rd 1 - Heat 2,49.13,metres,1,Q,,
08/03/2012,M,Mauro Vinicius Da Silva,Brazil,Athletics,Men's Long Jump Qualifying rd - Group B,8.11,metres,1,Q,,
08/03/2012,M,Mauro Vinicius Da Silva,Brazil,Athletics,Men's Long Jump Qualifying Rounds,8.11,metres,1,Q,,
08/03/2012,M,Marquise Goodwin,United States,Athletics,Men's Long Jump Qualifying rd - Group A,8.11,metres,1,Q,,
08/03/2012,M,Mario Vekic,Croatia,Rowing,Men's Single Sculls Semi-final C/D 1,07:33.5,time,1,Q,,
08/03/2012,M,Mahiedine Mekhissi-Benabbad,France,Athletics,Men's 3000m Steeplechase rd 1,08:16.2,metres,1,Q,,
08/03/2012,M,Mahiedine Mekhissi-Benabbad,France,Athletics,Men's 3000m Steeplechase rd 1 - Heat 1,08:16.2,metres,1,Q,,
08/03/2012,M,Mahe Drysdale,New Zealand,Rowing,Men's Single Sculls Semi-final A/B 1,07:18.1,time,1,Q,,
08/03/2012,M,Mahe Drysdale,New Zealand,Rowing,Men's Single Sculls Quarter-final 1,06:54.9,time,1,Q,,
08/03/2012,W,Lorene Bazolo,Congo,Athletics,Women's 100m Preliminary rd - Heat 3,11.87,metres,1,Q,,
08/03/2012,M,Lassi Karonen,Sweden,Rowing,Men's Single Sculls Quarter-final 3,06:57.1,time,1,Q,,
08/03/2012,M,Krisztian Pars,Hungary,Athletics,Men's Hammer Throw Qualifying rd - Group B,79.37,metres,1,Q,,
08/03/2012,M,Krisztian Pars,Hungary,Athletics,Men's Hammer Throw Qualifying Rounds,79.37,metres,1,Q,,
08/03/2012,M,Koji Murofushi,Japan,Athletics,Men's Hammer Throw Qualifying rd - Group A,78.48,metres,1,Q,SB,
08/03/2012,W,Kimberly Williams,Jamaica,Athletics,Women's Triple Jump Qualifying rd - Group A,14.53,metres,1,Q,PB,
08/03/2012,W,Kim Crow,Australia,Rowing,Women's Single Sculls Quarter-final 1,07:34.3,time,1,Q,,
08/03/2012,W,Kelly-Ann Baptiste,Trinidad and Tobago,Athletics,Women's 100m rd 1 - Heat 1,10.96,metres,1,Q,,
08/03/2012,M,Javier Culson,Puerto Rico,Athletics,Men's 400m Hurdles rd 1 - Heat 4,48.33,metres,1,Q,,
08/03/2012,M,Javier Culson,Puerto Rico,Athletics,Men's 400m Hurdles rd 1,48.33,metres,1,Q,,
08/03/2012,M,Henrik Stephansen,Denmark,Rowing,Men's Single Sculls Semi-final C/D 2,07:29.8,time,1,Q,,
08/03/2012,W,Francena Mccorory,United States,Athletics,Women's 400m rd 1 - Heat 1,50.78,metres,1,Q,,
08/03/2012,W,Fie Udby Erichsen,Denmark,Rowing,Women's Single Sculls Semi-final A/B 2,07:44.3,time,1,Q,,
08/03/2012,W,Fie Udby Erichsen,Denmark,Rowing,Women's Single Sculls Quarter-final 4,07:38.9,time,1,Q,,
08/03/2012,W,Feta Ahamada,Comoros,Athletics,Women's 100m Preliminary rd - Heat 1,11.81,metres,1,Q,,
08/03/2012,M,Felix Sanchez,Dominican Republic,Athletics,Men's 400m Hurdles rd 1 - Heat 6,49.24,metres,1,Q,,
08/03/2012,M,Dong Dong,China,Gymnastics Trampoline,Men's Qualification,112.895,points,1,Q,,
08/03/2012,W,Delphine Atangana,Cameroon,Athletics,Women's 100m Preliminary rd - Heat 2,11.71,metres,1,Q,,
08/03/2012,W,Deedee Trotter,United States,Athletics,Women's 400m rd 1 - Heat 3,50.87,metres,1,Q,,
08/03/2012,M,David Storl,Germany,Athletics,Men's Shot Put Qualifying rd - Group A,21.15,metres,1,Q,,
08/03/2012,M,David Greene,United Kingdom,Athletics,Men's 400m Hurdles rd 1 - Heat 3,48.98,metres,1,Q,,
08/03/2012,W,Carmelita Jeter,United States,Athletics,Women's 100m rd 1 - Heat 2,10.83,metres,1,Q,,
08/03/2012,W,Carmelita Jeter,United States,Athletics,Women's 100m rd 1,10.83,metres,1,Q,,
08/03/2012,M,Brimin Kiprop Kipruto,Kenya,Athletics,Men's 3000m Steeplechase rd 1 - Heat 2,08:28.6,metres,1,Q,,
08/03/2012,W,Blessing Okagbare,Nigeria,Athletics,Women's 100m rd 1 - Heat 4,10.93,metres,1,Q,PB,
08/03/2012,W,Antonina Krivoshapka,Russian Federation,Athletics,Women's 400m rd 1 - Heat 5,50.75,metres,1,Q,,
08/03/2012,M,Angelo Taylor,United States,Athletics,Men's 400m Hurdles rd 1 - Heat 5,49.29,metres,1,Q,,
08/03/2012,M,Amaurys R Valle,Cuba,Athletics,Men's 400m Hurdles rd 1 - Heat 1,49.19,metres,1,Q,PB,
08/03/2012,W,Amantle Montsho,Botswana,Athletics,Women's 400m rd 1 - Heat 2,50.4,metres,1,Q,,
08/03/2012,W,Amantle Montsho,Botswana,Athletics,Women's 400m rd 1,50.4,metres,1,Q,,
08/03/2012,W,Allyson Felix,United States,Athletics,Women's 100m rd 1 - Heat 5,11.01,metres,1,Q,,
08/03/2012,M,Alexei Klimov,Russian Federation,Shooting,25m Rapid Fire Pistol Men's Qualification,592,points,1,Q,WR,
08/03/2012,M,Alan Campbell,United Kingdom,Rowing,Men's Single Sculls Quarter-final 2,06:52.1,time,1,Q,,
08/03/2012,W,Minxia Wu (Chn),,Diving,Women's 3m Springboard Preliminary,387.95,points,1,Q,,
08/03/2012,M,Russian Fed.,,Cycling Track,Men's Team Pursuit 1st rd - Heat 2,03:57.2,time,1,Q,,
08/03/2012,W,Kristina Vogel (Ger),,Cycling Track,Women's Keirin 1st rd - Heat 1,11.573,time,1,Q,,
08/03/2012,M,Australia,,Cycling Track,Men's Team Pursuit 1st rd - Heat 3,03:54.3,time,1,Q,,
08/03/2012,W,Victoria Pendleton (Gbr),,Cycling Track,Women's Keirin 2nd rd - Heat 2,11.093,time,1,Q,,
08/03/2012,W,Anna Meares (Aus),,Cycling Track,Women's Keirin 2nd rd - Heat 1,11.175,time,1,Q,,
08/03/2012,W,Great Britain,,Cycling Track,Women's Team Pursuit Qualifying,03:15.7,time,1,Q,OR,
08/03/2012,M,Great Britain,,Cycling Track,Men's Team Pursuit 1st rd - Heat 4,03:52.7,time,1,Q,,
08/03/2012,W,Shuang Guo (Chn),,Cycling Track,Women's Keirin 1st rd - Heat 3,11.454,time,1,Q,,
08/03/2012,W,Wai Sze Lee (Hkg),,Cycling Track,Women's Keirin 1st rd Repechages - Heat 1,10.992,time,1,Q,,
08/03/2012,W,Victoria Pendleton (Gbr),,Cycling Track,Women's Keirin 1st rd - Heat 2,11.12,time,1,Q,,
08/03/2012,W,Clara Sanchez (Fra),,Cycling Track,Women's Keirin 1st rd Repechages - Heat 2,11.259,time,1,Q,,
08/03/2012,M,Spain,,Cycling Track,Men's Team Pursuit 1st rd - Heat 1,03:59.5,time,1,Q,,
08/03/2012,M,Great Britain,,Rowing,Lightweight Men's Four Semi-final A/B 1,05:59.7,time,1,Q,,
08/03/2012,M,Croatia,,Rowing,Men's Quadruple Sculls Semi-final A/B 1,06:03.4,time,1,Q,,
08/03/2012,M,Great Britain,,Rowing,Men's Four Semi-final A/B 1,05:58.3,time,1,Q,,
08/03/2012,M,United States,,Rowing,Men's Four Semi-final A/B 2,06:01.7,time,1,Q,,
08/03/2012,M,Australia,,Rowing,Lightweight Men's Double Sculls Semi-final C/D 1,07:06.2,time,1,Q,,
08/03/2012,M,Germany,,Rowing,Men's Quadruple Sculls Semi-final A/B 2,06:05.9,time,1,Q,,
08/03/2012,W,Netherlands,,Rowing,Women's Eight Repechage 1,06:15.4,time,1,Q,,
08/03/2012,W,United States,,Rowing,Lightweight Women's Double Sculls Repechage 2,07:13.8,time,1,Q,,
08/03/2012,W,China,,Rowing,Women's Double Sculls Repechage 1,07:09.7,time,1,Q,,
08/03/2012,M,Serbia,,Rowing,Men's Four Repechage 1,06:02.0,time,1,Q,,
08/03/2012,M,Denmark,,Rowing,Lightweight Men's Double Sculls Semi-final A/B 1,06:33.3,time,1,Q,,
08/03/2012,M,Greece,,Rowing,Lightweight Men's Double Sculls Repechage 1,06:31.1,time,1,Q,,
08/03/2012,W,Great Britain,,Rowing,Lightweight Women's Double Sculls Semi-final A/B 1,07:05.9,time,1,Q,,
08/03/2012,M,Great Britain,,Rowing,Lightweight Men's Double Sculls Semi-final A/B 2,06:36.6,time,1,Q,,
08/03/2012,M,Denmark,,Rowing,Lightweight Men's Four Semi-final A/B 2,06:03.5,time,1,Q,,
08/03/2012,M,Slovenia,,Rowing,Men's Double Sculls Semi-final A/B 2,06:20.0,time,1,Q,,
08/03/2012,W,Netherlands,,Rowing,Lightweight Women's Double Sculls Repechage 1,07:19.3,time,1,Q,,
08/03/2012,W,Great Britain,,Rowing,Women's Pair Heat 1,06:57.3,time,1,Q,OB,
08/03/2012,M,Cuba,,Rowing,Lightweight Men's Double Sculls Repechage 2,06:37.0,time,1,Q,,
08/03/2012,M,Canada,,Rowing,Lightweight Men's Double Sculls Semi-final C/D 2,07:02.9,time,1,Q,,
08/03/2012,M,New Zealand,,Rowing,Men's Pair Semi-final A/B 1,06:48.1,time,1,Q,,
08/03/2012,W,China,,Rowing,Lightweight Women's Double Sculls Semi-final A/B 2,07:10.4,time,1,Q,,
08/03/2012,M,Argentina,,Rowing,Men's Double Sculls Semi-final A/B 1,06:19.4,time,1,Q,,
08/03/2012,M,Great Britain,,Rowing,Men's Pair Semi-final A/B 2,06:56.5,time,1,Q,,
08/03/2012,M,Yang Sun,China,Swimming,Men's 1500m Freestyle - Heat 4,14:43.2,time,1,,,
08/03/2012,M,Yang Sun,China,Swimming,Men's 1500m Freestyle Heats,14:43.2,time,1,,,
08/03/2012,M,Tomasz Majewski,Poland,Athletics,Men's Shot Put Final,21.89,metres,1,,SB,
08/03/2012,M,Tom Slingsby,Australia,Sailing,Laser - Men's One Person Dinghy - Race 08,1,points,1,,,
08/03/2012,W,Tirunesh Dibaba,Ethiopia,Athletics,"Women's 10,000m Final",30:20.8,metres,1,,SB,
08/03/2012,W,Therese Alshammar,Sweden,Swimming,Women's 50m Freestyle - Heat 8,24.77,time,1,,,
08/03/2012,W,Svetlana Podobedova,Kazakhstan,Weightlifting,Women's 75kg,291,points,1,,,
08/03/2012,M,Sergei Martynov,Belarus,Shooting,50m Rifle Prone Men's,705,points,1,,,
08/03/2012,M,Sergei Martynov,Belarus,Shooting,50m Rifle Prone Men's Finals,105,points,1,,,
08/03/2012,M,Sau Wah So,Hong Kong,Rowing,Men's Single Sculls Final E,07:29.4,time,1,,,
08/03/2012,W,Sarah Blake Bateman,Icl,Swimming,Women's 50m Freestyle - Heat 7,25.28,time,1,,,
08/03/2012,M,Ryan Cochrane,Canada,Swimming,Men's 1500m Freestyle - Heat 3,14:49.3,time,1,,,
08/03/2012,W,Ruta Meilutyte,Lithuania,Swimming,Women's 50m Freestyle - Heat 5,25.55,time,1,,,
08/03/2012,W,Ranomi Kromowidjojo,Netherlands,Swimming,Women's 50m Freestyle Heats,24.51,time,1,,,
08/03/2012,W,Ranomi Kromowidjojo,Netherlands,Swimming,Women's 50m Freestyle - Heat 10,24.51,time,1,,,
08/03/2012,W,Ranomi Kromowidjojo,Netherlands,Swimming,Women's 50m Freestyle Semi-final 2,24.07,time,1,,,
08/03/2012,W,Ranomi Kromowidjojo,Netherlands,Swimming,Women's 50m Freestyle Semi-final,24.07,time,1,,,
08/03/2012,W,Qianwei Zhu,China,Swimming,Women's 50m Freestyle - Heat 6,25.54,time,1,,,
08/03/2012,M,Pieter-Jan Postma,Netherlands,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 09,1,points,1,,,
08/03/2012,W,Natallia Dobrynska,Ukraine,Athletics,Women's Heptathlon 100m Hurdles - Heat 2,13.57,metres,1,,SB,
08/03/2012,W,Nafissatou Moussa Adamou,Nge,Swimming,Women's 50m Freestyle - Heat 1,37.29,time,1,,,
08/03/2012,W,Missy Franklin,United States,Swimming,Women's 200m Backstroke Final,02:04.1,time,1,,WR,
08/03/2012,M,Michael Phelps,United States,Swimming,Men's 100m Butterfly Final,51.21,time,1,,,
08/03/2012,W,Marleen Veldhuis,Netherlands,Swimming,Women's 50m Freestyle Semi-final 1,24.5,time,1,,,
08/03/2012,M,Mahe Drysdale,New Zealand,Rowing,Men's Single Sculls Final A,06:57.8,time,1,,,
08/03/2012,W,Lyudmyla Yosypenko,Ukraine,Athletics,Women's Heptathlon High Jump - Group B,1.83,metres,1,,SB,
08/03/2012,W,Lyudmyla Yosypenko,Ukraine,Athletics,Women's Heptathlon 100m Hurdles - Heat 4,13.25,metres,1,,PB,
08/03/2012,W,Louise Hazel,United Kingdom,Athletics,Women's Heptathlon 200m - Heat 2,24.48,metres,1,,SB,
08/03/2012,W,Lijia Xu,China,Sailing,Laser Radial - Women's One Person Dinghy - Race 07,1,points,1,,,
08/03/2012,M,Leuris Pupo,Cuba,Shooting,25m Rapid Fire Pistol Men's Finals,34,points,1,,,
08/03/2012,W,Kristina Savitskaya,Russian Federation,Athletics,Women's Heptathlon Shot Put - Group B,14.77,metres,1,,PB,
08/03/2012,W,Katie Ledecky,United States,Swimming,Women's 800m Freestyle Final,08:14.6,time,1,,,
08/03/2012,W,Karolina Tyminska,Poland,Athletics,Women's Heptathlon 200m - Heat 1,23.71,metres,1,,,
08/03/2012,W,Karolina Tyminska,Poland,Athletics,Women's Heptathlon 100m Hurdles - Heat 1,13.22,metres,1,,,
08/03/2012,W,Karin O'reilly Clashing,Antigua and Barbuda,Swimming,Women's 50m Freestyle - Heat 3,30.01,time,1,,,
08/03/2012,M,Julio Alsogaray,Argentina,Sailing,Laser - Men's One Person Dinghy - Race 07,1,points,1,,,
08/03/2012,W,Joyce Tafatatha,Malawi,Swimming,Women's 50m Freestyle - Heat 4,27.74,time,1,,,
08/03/2012,W,Jessica Ennis,United Kingdom,Athletics,Women's Heptathlon 100m Hurdles,12.54,metres,1,,,
08/03/2012,W,Jessica Ennis,United Kingdom,Athletics,Women's Heptathlon,4158,metres,1,,,
08/03/2012,W,Jessica Ennis,United Kingdom,Athletics,Women's Heptathlon 100m Hurdles - Heat 5,12.54,metres,1,,,
08/03/2012,W,Hyleas Fountain,United States,Athletics,Women's Heptathlon 200m - Heat 4,23.64,metres,1,,SB,
08/03/2012,M,Henrik Stephansen,Denmark,Rowing,Men's Single Sculls Final C,07:19.6,time,1,,,
08/03/2012,W,Hanna Melnychenko,Ukraine,Athletics,Women's Heptathlon 100m Hurdles - Heat 3,13.32,metres,1,,SB,
08/03/2012,M,Gregorio Paltrinieri,Italy,Swimming,Men's 1500m Freestyle - Heat 2,14:50.1,time,1,,,
08/03/2012,W,Francesca Halsall,United Kingdom,Swimming,Women's 50m Freestyle - Heat 9,24.61,time,1,,,
08/03/2012,M,Florent Manaudou,France,Swimming,Men's 50m Freestyle Final,21.34,time,1,,,
08/03/2012,W,Evi Van Acker,Belgium,Sailing,Laser Radial - Women's One Person Dinghy - Race 08,1,points,1,,,
08/03/2012,W,Ellen Sprunger,Swi,Athletics,Women's Heptathlon 200m - Heat 3,23.59,metres,1,,PB,
08/03/2012,W,Elizabeth Beisel,United States,Swimming,Women's 200m Backstroke Semi-final,02:06.2,time,1,,,
08/03/2012,M,Dong Dong,China,Gymnastics Trampoline,Men's Final,62.99,points,1,,,
08/03/2012,W,Debra Daniel,"Micronesia, Federated States Of",Swimming,Women's 50m Freestyle - Heat 2,30.32,time,1,,,
08/03/2012,W,Dafne Schippers,Netherlands,Athletics,Women's Heptathlon 200m - Heat 5,22.83,metres,1,,,
08/03/2012,*,Charlotte Dujardin,United Kingdom,Equestrian,Dressage Individual Grand Prix,83.663,points,1,,,
08/03/2012,M,Ben Ainslie,United Kingdom,Sailing,Finn - Men's One Person Dinghy (Heavyweight) - Race 10,1,points,1,,,
08/03/2012,M,Aymen Mejri,Tunisia,Rowing,Men's Single Sculls Final F,07:33.6,time,1,,,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon Shot Put - Group A,17.31,metres,1,,,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon Shot Put,17.31,metres,1,,,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon High Jump - Group A,1.92,metres,1,,PB,
08/03/2012,W,Austra Skujyte,Lithuania,Athletics,Women's Heptathlon High Jump,1.92,metres,1,,PB,
08/03/2012,M,Arturo Perez Vertti Ferrer,Mexico,Swimming,Men's 1500m Freestyle - Heat 1,15:25.9,time,1,,,
08/03/2012,M,Angel Fournier Rodriguez,Cuba,Rowing,Men's Single Sculls Final B,07:11.2,time,1,,,
08/03/2012,M,Anderson Nocetti,Brazil,Rowing,Men's Single Sculls Final D,07:25.0,time,1,,,
08/03/2012,W,Amy Smith,United Kingdom,Swimming,Women's 50m Freestyle Heats - Swim-Off 1,24.82,time,1,,,
08/03/2012,M,Alexei Klimov,Russian Federation,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 2,298,points,1,,,
